DISTRICT_CODE,DISTRICT_NAME,PARISH_CODE,PARISH_NAME,PS_CODE,PS_NAME,Reg. Voters,AMURIAT,KABULETA,KALEMBE ,KATUMBA ,KYAGULANYI ,KYAGULANYI %,KYAGULANYI %,MAO ,MAYAMBA ,MUGISHA ,MWESIGYE ,TUMUKUNDE,YOWERI,YOWERI%,YOWERI%,VALID,INVALID,TOTAL,VOTER TURNOUT
45,SSEMBABULE,20,KIDOKOLO,7,GENTEBE,201,0,0,0,0,0,0,0,0,0,0,0,0,199,100,100,199,2,201,100
65,KIRUHURA,2,MUGORE WARD,2,RUZIIZI C.O.U COMPOUND,200,0,0,0,0,0,0,0,0,0,0,0,0,200,100,100,200,0,200,100
131,KAZO,12,NKUNGU,7,RUBINDI CATHOLIC CHURCH,196,0,0,0,0,0,0,0,0,0,0,0,0,196,100,100,196,0,196,100
131,KAZO,9,KIGUMA,5,BUREMA FULL GOSPEL CHURCH,195,0,0,0,0,0,0,0,0,0,0,0,0,194,100,100,194,1,195,100
62,ISINGIRO,21,RWETANGO,3,KYAMUGURUMA NAZARENE CHURCH,194,0,0,0,0,0,0,0,0,0,0,0,0,192,100,100,192,2,194,100
69,NAKASEKE,48,RWOMA,2,LWAMAWUNGU,194,0,0,0,0,0,0,0,0,0,0,0,0,194,100,100,194,0,194,100
69,NAKASEKE,48,RWOMA,5,KYARUSESA,194,0,0,0,0,0,0,0,0,0,0,0,0,194,100,100,194,0,194,100
62,ISINGIRO,26,MIGYERA WARD,4,MIGYERA CATHOLIC CHURCH,188,0,0,0,0,0,0,0,0,0,0,0,0,187,100,100,187,1,188,100
65,KIRUHURA,20,KAYONZA,12,KAYONZA PLAYGROUND,185,0,0,0,0,0,0,0,0,0,0,0,0,185,100,100,185,0,185,100
65,KIRUHURA,27,KIBEGA,2,KIKOMA TRADING CENTRE,184,0,0,0,0,0,0,0,0,0,0,0,0,184,100,100,184,0,184,100
131,KAZO,51,KIKONI,2,KIKONI II C.O.U,182,0,0,0,0,0,0,0,0,0,0,0,0,182,100,100,182,0,182,100
93,KYANKWANZI,75,KASEJERE,2,RANCH NO. 4,182,0,0,0,0,0,0,0,0,0,0,0,0,182,100,100,182,0,182,100
93,KYANKWANZI,76,MPANGO,2,KATENGETO,180,0,0,0,0,0,0,0,0,0,0,0,0,180,100,100,180,0,180,100
119,KYOTERA,25,BIWA WARD,1,KAMAYA PENTECOSTAL CHURCH,180,0,0,0,0,0,0,0,0,0,0,0,0,180,100,100,180,0,180,100
131,KAZO,14,RWIGI,4,RWIIGI HEALTH CENTRE II,175,0,0,0,0,0,0,0,0,0,0,0,0,175,100,100,175,0,175,100
69,NAKASEKE,70,KYENSHANDE,3,KYENSHAMA PARENTS' PRIMARY SCHOOL,172,0,0,0,0,0,0,0,0,0,0,0,0,172,100,100,172,0,172,100
96,NTOROKO,31,RWAMABALE,3,KAYANJA III,161,0,0,0,0,0,0,0,0,0,0,0,0,157,100,100,157,4,161,100
62,ISINGIRO,42,KISHUNJU WARD,2,BUGANGO CATHOLIC CHURCH II,159,0,0,0,0,0,0,0,0,0,0,0,0,158,100,100,158,1,159,100
65,KIRUHURA,34,NYAKASHARARA WARD,3,NYAKASHARARA PARISH HQTRS,142,0,0,0,0,0,0,0,0,0,0,0,0,138,100,100,138,4,142,100
69,NAKASEKE,46,KINYOGOGA,4,KATATEMBWA,131,0,0,0,0,0,0,0,0,0,0,0,0,130,100,100,130,1,131,100
65,KIRUHURA,20,KAYONZA,5,AKASHEGO C.O.U,126,0,0,0,0,0,0,0,0,0,0,0,0,126,100,100,126,0,126,100
65,KIRUHURA,19,KEIKOTI,4,RUKAYA C.O.U,111,0,0,0,0,0,0,0,0,0,0,0,0,111,100,100,111,0,111,100
62,ISINGIRO,50,NSHORORO WARD,1,KIBATE/MBAARE III,104,0,0,0,0,0,0,0,0,0,0,0,0,104,100,100,104,0,104,100
93,KYANKWANZI,41,LWEMIGANDA,3,BUKYEYA ELIM CHURCH,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,100,100
62,ISINGIRO,38,NTENGA,2,BIGASHA C.O.U,98,0,0,0,0,0,0,0,0,0,0,0,0,98,100,100,98,0,98,100
131,KAZO,51,KIKONI,4,ORUGYEYA VICTORY CHURCH,83,0,0,0,0,0,0,0,0,0,0,0,0,83,100,100,83,0,83,100
91,GOMBA,15,BUYANJA,5,NABUGANDO,74,0,0,0,0,0,0,0,0,0,0,0,0,74,100,100,74,0,74,100
65,KIRUHURA,35,SANGA WARD,1,SANGA PLAYGROUND,702,0,0,0,0,0,0,0,0,0,0,0,1,699,99.85714286,99.86,700,2,702,100
65,KIRUHURA,29,RWANYANGWE,1,RWENYANGWE PRI SCH,697,1,0,0,0,0,0,0,0,0,0,0,0,696,99.85652798,99.86,697,0,697,100
131,KAZO,11,KIJUMA,1,KIJUMA PRI SCH,466,0,0,0,0,0,0,0,0,0,1,0,0,460,99.78308026,99.78,461,5,466,100
46,KAMWENGE,3,BUSINGE WARD,2,KAGORO PLAYGROUND,456,0,0,0,0,0,0,0,0,1,0,0,0,454,99.78021978,99.78,455,1,456,100
93,KYANKWANZI,17,NYABWEYO,2,NABWEYO CHURCH,360,0,0,0,0,0,0,0,0,0,0,0,1,356,99.71988796,99.72,357,3,360,100
80,LYANTONDE,7,KATEBE,2,KABUTETERA,330,0,0,0,0,0,0,0,0,1,0,0,0,328,99.69604863,99.7,329,1,330,100
34,NTUNGAMO,34,MIRAMA WARD,2,MIRAMA C.O.U,310,0,0,0,0,1,0.3236245955,0.32,0,0,0,0,0,308,99.6763754,99.68,309,1,310,100
62,ISINGIRO,37,BURUMBA,1,BURUMBA C.O.U,268,1,0,0,0,0,0,0,0,0,0,0,0,267,99.62686567,99.63,268,0,268,100
34,NTUNGAMO,24,RUSHEBEYA WARD,2,RWEIKINIRO PRI SCH,520,0,0,0,0,2,0.3846153846,0.38,0,0,0,0,0,518,99.61538462,99.62,520,0,520,100
62,ISINGIRO,31,IHUNGA,2,RUBONDO PRI SCH,476,0,0,0,1,0,0,0,0,0,0,0,1,472,99.57805907,99.58,474,2,476,100
46,KAMWENGE,32,KABEREBERE,6,BIGORO C.O.U (L-Z),473,0,0,0,0,0,0,0,0,1,0,0,1,471,99.57716702,99.58,473,0,473,100
34,NTUNGAMO,20,KABUNGO WARD,1,KABUNGO PARISH HQTRS,897,0,0,0,0,0,0,0,0,0,4,0,0,892,99.55357143,99.55,896,1,897,100
62,ISINGIRO,21,RWETANGO,1,RWETANGO PRI SCH,426,0,0,0,0,2,0.4784688995,0.48,0,0,0,0,0,416,99.5215311,99.52,418,8,426,100
62,ISINGIRO,29,RWEKUBO WARD,2,RWEKUBO DISPENSARY,620,3,0,0,0,0,0,0,0,0,0,0,0,609,99.50980392,99.51,612,8,620,100
46,KAMWENGE,39,KYAKAITABA,8,RUTOOMA YOUTH PLAYGROUND,201,0,0,0,0,1,0.4975124378,0.5,0,0,0,0,0,200,99.50248756,99.5,201,0,201,100
131,KAZO,28,BUGARIHE,1,BUGARIHE TRADING CENTRE,729,0,0,0,2,0,0,0,0,0,2,0,0,723,99.44979367,99.45,727,2,729,100
27,MBARARA,39,KIBINGO,3,NYAKABWERA PRI SCH COMPOUND,555,0,0,0,0,2,0.3663003663,0.37,0,0,1,0,0,543,99.45054945,99.45,546,9,555,100
62,ISINGIRO,9,KIHANDA,6,ISHUNGA PENTECOSTAL CHURCH,174,0,0,0,0,0,0,0,0,0,0,1,0,173,99.42528736,99.43,174,0,174,100
62,ISINGIRO,34,MIRAMBIRO,1,KABAZANA PRI SCH,626,0,0,0,0,4,0.6441223833,0.64,0,0,0,0,0,617,99.35587762,99.36,621,5,626,100
62,ISINGIRO,19,NYAKAKONI,3,NYAKAKONI PARISH HQTRS,467,0,0,0,0,2,0.4282655246,0.43,0,0,1,0,0,464,99.35760171,99.36,467,0,467,100
91,GOMBA,14,BUGULA,4,BUGULA PRIMARY SCHOOL,317,0,0,0,0,2,0.641025641,0.64,0,0,0,0,0,310,99.35897436,99.36,312,5,317,100
93,KYANKWANZI,9,BIROBOKA WARD,1,KAGANDO APOSTLES' CHURCH,157,0,0,0,0,1,0.6369426752,0.64,0,0,0,0,0,156,99.36305732,99.36,157,0,157,100
62,ISINGIRO,35,"
RWENSHEBASHEBE",2,KIYENJE,295,0,0,0,0,2,0.6896551724,0.69,0,0,0,0,0,288,99.31034483,99.31,290,5,295,100
62,ISINGIRO,33,RWENYANGA,1,NYAKAHITA C.O.U,145,0,0,0,0,0,0,0,0,0,1,0,0,144,99.31034483,99.31,145,0,145,100
62,ISINGIRO,16,IBUMBA,3,KYANZA,549,1,0,0,0,3,0.5464480874,0.55,0,0,0,0,0,545,99.27140255,99.27,549,0,549,100
69,NAKASEKE,24,BIDDUKU,2,BIDDUKU P/SCH,408,0,0,0,0,3,0.7352941176,0.74,0,0,0,0,0,405,99.26470588,99.26,408,0,408,100
46,KAMWENGE,9,BITOJO WARD,10,KASESE T/CENTRE (M-Z),267,0,0,0,2,0,0,0,0,0,0,0,0,265,99.25093633,99.25,267,0,267,100
62,ISINGIRO,31,IHUNGA,3,KIINAMI PLAYGROUND,407,2,0,0,1,0,0,0,0,0,0,0,0,391,99.23857868,99.24,394,13,407,100
62,ISINGIRO,1,KASHUMBA,1,KASHUMBA SUB COUNTY HQTRS,512,2,0,0,0,2,0.390625,0.39,0,0,0,0,0,508,99.21875,99.22,512,0,512,100
46,KAMWENGE,2,BWIZI,7,RUTABO C.O.U,459,0,0,1,0,2,0.4357298475,0.44,0,0,0,0,1,455,99.12854031,99.13,459,0,459,100
65,KIRUHURA,42,RUSHERE WARD,5,MT OLIVES PRI SCH,458,0,0,0,0,3,0.6550218341,0.66,0,0,1,0,0,454,99.12663755,99.13,458,0,458,100
62,ISINGIRO,2,KIGARAGARA,3,KIGARAGARA PRI SCH,447,0,0,0,0,2,0.4514672686,0.45,0,0,2,0,0,439,99.09706546,99.1,443,4,447,100
34,NTUNGAMO,35,MURAMBI,8,NYABIKYERE FULL GOSPEL CHURCH,442,0,0,0,0,1,0.2277904328,0.23,0,0,3,0,0,435,99.08883827,99.09,439,3,442,100
46,KAMWENGE,20,NYAMASHEGWA,2,NYAMASHEGWA CATHOLIC CHURCH,714,0,0,1,1,3,0.4249291785,0.42,0,0,1,0,1,699,99.00849858,99.01,706,8,714,100
25,MASINDI,2,MIDUMA,1,KAIKUKU COMMUNITY PRI. SCHOOL,398,0,0,0,0,3,0.7537688442,0.75,0,0,1,0,0,394,98.99497487,98.99,398,0,398,100
69,NAKASEKE,47,RUKONO,3,RUKONO [N-Z],388,3,0,0,0,0,0,0,0,0,0,0,1,365,98.91598916,98.92,369,19,388,100
3,BUNDIBUGYO,22,MULUNGITANWA WARD,2,BUSUNGA C.O.U,279,0,0,0,0,3,1.075268817,1.08,0,0,0,0,0,276,98.92473118,98.92,279,0,279,100
46,KAMWENGE,35,KAMPALA B,6,KANYEGARAMIRE COMMUNITY PLAYGROUND,538,1,1,0,0,1,0.1869158879,0.19,1,0,2,0,0,529,98.87850467,98.88,535,3,538,100
62,ISINGIRO,21,RWANTAHA,3,KAKUUTO TRADING CENTRE,711,1,0,1,0,6,0.8462623413,0.85,0,0,0,0,0,701,98.87165021,98.87,709,2,711,100
27,MBARARA,39,KIBINGO,2,BRIGHT GRAMMAR PRI SCH,465,1,0,1,0,1,0.2257336343,0.23,0,0,1,0,1,438,98.87133183,98.87,443,22,465,100
93,KYANKWANZI,45,GALA WARD,3,GALA,440,0,0,0,0,4,0.9132420091,0.91,0,0,1,0,0,433,98.85844749,98.86,438,2,440,100
80,LYANTONDE,23,KYEMAMBA,3,RWOMA PRI SCH,256,0,0,0,0,3,1.176470588,1.18,0,0,0,0,0,252,98.82352941,98.82,255,1,256,100
62,ISINGIRO,6,NYAMITSINDO,1,NYAMITSINDO I,664,0,0,0,0,8,1.204819277,1.2,0,0,0,0,0,656,98.79518072,98.8,664,0,664,100
91,GOMBA,14,BUGULA,2,ALLIANCE JUNIOR ACADEMY,254,0,0,0,0,3,1.204819277,1.2,0,0,0,0,0,246,98.79518072,98.8,249,5,254,100
65,KIRUHURA,1,BYANAMIRA,5,BYANAMIRA C.O.U,812,1,0,0,0,9,1.10974106,1.11,0,0,0,0,0,801,98.76695438,98.77,811,1,812,100
62,ISINGIRO,1,KISYORO WARD,3,KISYORO PRI SCH,805,0,0,0,0,10,1.243781095,1.24,0,0,0,0,0,794,98.75621891,98.76,804,1,805,100
46,KAMWENGE,22,BISOZI,5,BWITANKANJA P/SCHOOL,506,0,0,1,1,4,0.7920792079,0.79,0,0,0,1,0,498,98.61386139,98.61,505,1,506,100
62,ISINGIRO,2,KYAMUSONI,3,RUBOROGOTA PRI SCH A,640,0,0,0,0,8,1.25,1.25,0,0,1,0,0,631,98.59375,98.59,640,0,640,100
62,ISINGIRO,35,"
RWENSHEBASHEBE",1,RWENDEZI,489,0,0,0,0,3,0.6172839506,0.62,2,0,1,1,0,479,98.55967078,98.56,486,3,489,100
62,ISINGIRO,1,KASHUMBA,4,KAGANGO PRI SCH,211,0,0,0,1,2,0.956937799,0.96,0,0,0,0,0,206,98.5645933,98.56,209,2,211,100
15,KASESE,27,MURUTI,1,MURUTI C.O.U.,210,0,0,0,0,0,0,0,0,0,0,0,3,205,98.55769231,98.56,208,2,210,100
62,ISINGIRO,9,RUYANGA,1,AHASITOHA,672,0,0,0,0,9,1.341281669,1.34,0,0,0,1,0,661,98.50968703,98.51,671,1,672,100
34,NTUNGAMO,10,KISHAMI A,1,KISHAMI TRADING CENTRE,480,0,0,0,0,6,1.293103448,1.29,0,0,1,0,0,457,98.49137931,98.49,464,16,480,100
131,KAZO,3,KAZO WARD,2,KYABAHURA PRI SCH,742,1,0,0,2,3,0.4166666667,0.42,0,0,5,0,0,709,98.47222222,98.47,720,22,742,100
65,KIRUHURA,14,BIJUBWE,3,RUSHOGA PRI SCH,391,2,0,0,0,3,0.7692307692,0.77,0,0,1,0,0,384,98.46153846,98.46,390,1,391,100
62,ISINGIRO,2,KIGARAGARA,6,KASHESHE CATHOLIC CHURCH II,253,1,0,0,3,0,0,0,0,0,0,0,0,249,98.41897233,98.42,253,0,253,100
62,ISINGIRO,34,MIRAMBIRO,3,RUHOKO PRI SCH A,376,1,0,0,0,2,0.5361930295,0.54,0,0,0,3,0,367,98.39142091,98.39,373,3,376,100
46,KAMWENGE,23,KABINGO,5,RUSHANGO T/CENTRE,300,0,0,0,0,3,1.006711409,1.01,1,0,1,0,0,293,98.32214765,98.32,298,2,300,100
62,ISINGIRO,11,KAMURI WARD,3,RWENDAMA,410,0,0,0,0,5,1.237623762,1.24,0,0,2,0,0,397,98.26732673,98.27,404,6,410,100
62,ISINGIRO,25,NYABUSHENYI,3,NYARUBUNGO C.O.U I,518,3,0,0,0,6,1.158301158,1.16,0,0,0,0,0,509,98.26254826,98.26,518,0,518,100
62,ISINGIRO,18,NYARUBUNGO,4,AKAFUNDA,225,2,0,0,0,0,0,0,0,0,1,0,1,220,98.21428571,98.21,224,1,225,100
62,ISINGIRO,39,RURONGO,2,RURONGO CATHOLIC PRI SCH,497,2,1,0,0,6,1.21703854,1.22,0,0,0,0,0,484,98.17444219,98.17,493,4,497,100
46,KAMWENGE,37,KEBISINGO,4,BUHUMURIRO FULL GOSPEL CHURCH,850,0,0,0,0,14,1.652892562,1.65,0,0,1,0,1,831,98.11097993,98.11,847,3,850,100
31,MUBENDE,15,BUBANDA,3,LUGAGA,263,0,0,0,0,5,1.908396947,1.91,0,0,0,0,0,257,98.09160305,98.09,262,1,263,100
15,KASESE,26,KISASA,1,NYAKATONZI P/SCHOOL,418,1,0,0,0,3,0.7228915663,0.72,0,0,1,0,3,407,98.07228916,98.07,415,3,418,100
34,NTUNGAMO,20,KABUNGO WARD,3,EXCEL JUNIOR NURSERY SCH,869,1,0,0,2,4,0.4602991945,0.46,0,0,8,1,1,852,98.04372842,98.04,869,0,869,100
46,KAMWENGE,33,KABUYE,1,MUKUKURU T/CENTRE (A-K),387,0,0,0,0,5,1.291989664,1.29,0,0,3,0,0,379,97.93281654,97.93,387,0,387,100
45,SSEMBABULE,11,KABAALE,2,BUGOBE PRI SCH,241,0,0,0,0,4,1.659751037,1.66,0,0,1,0,0,236,97.9253112,97.93,241,0,241,100
62,ISINGIRO,18,NYARUBUNGO,6,NYAKASHARARA NURSERY SCH,344,1,0,0,2,4,1.18694362,1.19,0,0,0,0,0,330,97.92284866,97.92,337,7,344,100
62,ISINGIRO,24,NYABUBAARE,3,RWENTURAGARA HILLSIDE PRI SCH,732,0,0,0,0,15,2.086230876,2.09,0,0,0,0,0,704,97.91376912,97.91,719,13,732,100
62,ISINGIRO,13,NYAKIGYERA,3,NYAKABUNGO C.O.U I,343,0,0,2,0,5,1.529051988,1.53,0,0,0,0,0,320,97.85932722,97.86,327,16,343,100
62,ISINGIRO,32,KABAARE WARD,1,KABAARE C.O.U GROUNDS,518,1,0,0,0,10,1.953125,1.95,0,0,0,0,0,501,97.8515625,97.85,512,6,518,100
62,ISINGIRO,33,KIBAALE WARD,1,KIBAARE CHURCH SCHOOL,586,3,0,0,0,10,1.706484642,1.71,0,0,0,0,0,573,97.78156997,97.78,586,0,586,100
131,KAZO,43,OBWENGARA WARD,1,OBWENGAARA TRADING CENTRE,596,1,0,0,0,4,0.6920415225,0.69,0,0,5,0,3,565,97.75086505,97.75,578,18,596,100
62,ISINGIRO,35,"
RWENSHEBASHEBE",4,RWENSHEBASHEBE,444,1,0,0,0,4,0.9009009009,0.9,5,0,0,0,0,434,97.74774775,97.75,444,0,444,100
62,ISINGIRO,35,"
RWENSHEBASHEBE",3,AKAFUNDA,441,2,0,0,3,5,1.133786848,1.13,0,0,0,0,0,431,97.7324263,97.73,441,0,441,100
46,KAMWENGE,33,KABUYE,6,MUKUKURU T/CENTRE (L-Z),404,2,0,1,0,2,0.5154639175,0.52,0,0,3,1,0,379,97.68041237,97.68,388,16,404,100
62,ISINGIRO,23,RWANGUNGA,1,KAGABAGABA PRI SCH,592,1,2,0,0,8,1.365187713,1.37,1,0,0,2,0,572,97.6109215,97.61,586,6,592,100
46,KAMWENGE,3,MALERE,3,NAMIREMBE PENTECOSTAL CHURCH,331,2,0,0,0,4,1.208459215,1.21,1,0,1,0,0,323,97.58308157,97.58,331,0,331,100
31,MUBENDE,15,BUBANDA,2,KABAALE,242,0,0,0,0,4,1.659751037,1.66,0,0,1,1,0,235,97.51037344,97.51,241,1,242,100
34,NTUNGAMO,21,KAYENJE,6,KAYENJE PARISH HQTRS,619,1,0,1,3,3,0.5,0.5,1,0,3,2,1,585,97.5,97.5,600,19,619,100
46,KAMWENGE,2,BWIZI,2,BWIZI S/C HQTRS (A-L),518,1,0,0,0,8,1.544401544,1.54,1,0,1,1,1,505,97.49034749,97.49,518,0,518,100
34,NTUNGAMO,45,KYARWEHUNDE WARD,4,KYARWEHUNDE CATHOLIC CHURCH,815,7,0,0,0,0,0,0,0,0,12,1,0,772,97.47474747,97.47,792,23,815,100
62,ISINGIRO,18,NYARUBUNGO,5,NYARUBUNGO/GARURA,239,0,0,1,1,3,1.265822785,1.27,0,0,1,0,0,231,97.46835443,97.47,237,2,239,100
96,NTOROKO,11,KASUNGU,4,KAJUURA CHRISTIAN FELLOWSHIP CHURCH,280,0,0,0,0,6,2.197802198,2.2,1,0,0,0,0,266,97.43589744,97.44,273,7,280,100
62,ISINGIRO,6,KABAARE,2,KAMUTINDA TRADING CENTRE,229,2,0,0,0,4,1.785714286,1.79,0,0,0,0,0,218,97.32142857,97.32,224,5,229,100
62,ISINGIRO,3,KYABAHESI,5,NKONGOORO CHURCH,404,2,0,0,0,5,1.240694789,1.24,0,0,3,0,1,392,97.27047146,97.27,403,1,404,100
65,KIRUHURA,1,BYANAMIRA,3,BYANAMIRA PRI SCH,788,3,0,0,1,12,1.526717557,1.53,1,0,5,0,0,764,97.20101781,97.2,786,2,788,100
45,SSEMBABULE,13,KABAAREKEERA,2,KASHONGOIRE,142,0,0,0,0,4,2.836879433,2.84,0,0,0,0,0,137,97.16312057,97.16,141,1,142,100
46,KAMWENGE,39,KYAKAITABA,1,MBARARA T/C,557,2,0,0,0,12,2.154398564,2.15,0,1,1,0,0,541,97.12746858,97.13,557,0,557,100
62,ISINGIRO,6,NYAMITSINDO,4,KAKYEKA C.O.U,206,0,0,0,0,2,0.9708737864,0.97,0,0,3,0,1,200,97.08737864,97.09,206,0,206,100
91,GOMBA,15,BUYANJA,3,LWAWEBA C.O.U,387,0,0,0,0,11,2.989130435,2.99,0,0,0,0,0,357,97.01086957,97.01,368,19,387,100
62,ISINGIRO,18,NYARUBUNGO,3,NYARUBUNGO II,598,18,0,0,0,0,0,0,0,0,0,0,0,580,96.98996656,96.99,598,0,598,100
27,MBARARA,13,BUNENERO,1,BUNENERO PARISH HQTRS,619,3,2,0,1,8,1.292407108,1.29,1,0,3,0,1,600,96.93053312,96.93,619,0,619,100
45,SSEMBABULE,20,KAKINGA,1,KAKINGA,263,0,0,0,0,7,2.692307692,2.69,0,0,0,0,1,252,96.92307692,96.92,260,3,263,100
62,ISINGIRO,2,KIGARAGARA,2,KASHESHE PRI SCH A,291,9,0,0,0,0,0,0,0,0,0,0,0,282,96.90721649,96.91,291,0,291,100
46,KAMWENGE,3,BUSINGE WARD,1,KIBOGO HOPE NURSERY SCHOOL,321,0,0,0,0,10,3.115264798,3.12,0,0,0,0,0,311,96.8847352,96.88,321,0,321,100
96,NTOROKO,11,KASUNGU,3,KASUNGU P/SCHOOL,636,1,1,1,0,9,1.426307448,1.43,0,0,8,0,0,611,96.83042789,96.83,631,5,636,100
62,ISINGIRO,45,KASHOGA,1,BUSINGYE PENTECOSTAL CHURCH,312,0,0,0,0,8,2.580645161,2.58,0,0,2,0,0,300,96.77419355,96.77,310,2,312,100
34,NTUNGAMO,55,MITOOMA,3,MITOOMA PRI SCH COMPOUND,427,6,0,0,0,4,0.9367681499,0.94,0,0,3,0,1,413,96.72131148,96.72,427,0,427,100
62,ISINGIRO,33,RWENYANGA,2,RWENYANGA C.O.U,494,4,0,0,0,9,1.848049281,1.85,1,0,1,0,1,471,96.71457906,96.71,487,7,494,100
62,ISINGIRO,5,BURUNGAMO,8,BURUNGAMO CATHOLIC CHURCH,362,2,0,1,2,5,1.38121547,1.38,0,0,1,0,1,350,96.68508287,96.69,362,0,362,100
62,ISINGIRO,1,KABAARE,5,RUBEHO,330,0,0,0,0,10,3.048780488,3.05,0,0,1,0,0,317,96.64634146,96.65,328,2,330,100
118,BUTEBO,29,KASUPETE,1,BULALAKA GROUNDS,383,0,0,0,1,12,3.149606299,3.15,0,0,0,0,0,368,96.58792651,96.59,381,2,383,100
62,ISINGIRO,22,KAGAAGA,5,RUMEYA C.O.U,293,0,0,0,0,8,2.730375427,2.73,0,0,1,1,0,283,96.58703072,96.59,293,0,293,100
131,KAZO,29,BYESHEMBE WARD,3,ST MATTHEW PRI SCH,327,0,1,0,0,5,1.557632399,1.56,0,0,4,0,1,310,96.57320872,96.57,321,6,327,100
62,ISINGIRO,15,KIGYENDWA,3,KIGYENDWA COFFEE FACTORY,526,1,0,0,3,12,2.294455067,2.29,0,0,1,0,1,505,96.5583174,96.56,523,3,526,100
62,ISINGIRO,18,RWAKAKWENDA,1,KATOOMA CHURCH SCH,431,4,2,0,0,9,2.088167053,2.09,0,0,0,0,0,416,96.51972158,96.52,431,0,431,100
62,ISINGIRO,8,RUKUUBA,2,NYAMABARE,363,1,0,0,0,6,1.754385965,1.75,0,0,2,0,3,330,96.49122807,96.49,342,21,363,100
65,KIRUHURA,14,BIJUBWE,4,BIJUBWE CATHOLIC SCH,199,0,0,0,0,7,3.51758794,3.52,0,0,0,0,0,192,96.48241206,96.48,199,0,199,100
62,ISINGIRO,49,RWAKASASIRA,1,RWANJOGYERA T C,286,1,0,0,0,3,1.071428571,1.07,0,0,2,3,1,270,96.42857143,96.43,280,6,286,100
62,ISINGIRO,28,KANKINGI,4,KANKINGI,436,3,0,0,0,11,2.52293578,2.52,0,0,2,0,0,420,96.33027523,96.33,436,0,436,100
62,ISINGIRO,6,KABAARE,5,KAREREMA C.O.U,490,0,0,1,0,14,2.874743326,2.87,1,0,1,1,0,469,96.30390144,96.3,487,3,490,100
62,ISINGIRO,6,KABAARE,6,KYOOGA,213,2,0,0,1,5,2.392344498,2.39,0,0,0,0,0,201,96.1722488,96.17,209,4,213,100
34,NTUNGAMO,49,KANYERERE,2,NYAMABEERE PRI SCH,288,1,0,0,0,10,3.533568905,3.53,0,0,0,0,0,272,96.1130742,96.11,283,5,288,100
34,NTUNGAMO,19,RWOHO WARD,1,RWOHO SEC SCH,535,8,0,0,0,12,2.285714286,2.29,0,0,1,0,0,504,96,96,525,10,535,100
96,NTOROKO,10,KIRANGA,2,KIRANGA II FELLOWSHIP CHURCH,356,0,0,0,0,6,1.714285714,1.71,0,0,6,0,2,336,96,96,350,6,356,100
62,ISINGIRO,14,RWANGABO,3,KIJU GROUND,414,0,0,0,0,17,4.106280193,4.11,0,0,0,0,0,397,95.89371981,95.89,414,0,414,100
62,ISINGIRO,29,KIKAGATE WARD,1,KIKAGATE PRI SCH,457,1,0,0,0,14,3.070175439,3.07,1,0,0,1,2,437,95.83333333,95.83,456,1,457,100
62,ISINGIRO,5,RUBOROGOTA,4,RUBOROGOTA PARISH HQTRS B,311,3,0,0,0,9,2.893890675,2.89,0,0,0,0,1,298,95.81993569,95.82,311,0,311,100
27,MBARARA,32,MITOOZO,4,ORUBARE TRADING CENTRE (M-Z),501,4,0,0,0,12,2.443991853,2.44,0,0,5,0,0,470,95.72301426,95.72,491,10,501,100
62,ISINGIRO,1,KASHUMBA,5,KASHUMBA HEALTH CENTRE III,366,0,0,1,0,8,2.191780822,2.19,0,0,6,0,1,349,95.61643836,95.62,365,1,366,100
62,ISINGIRO,31,IHUNGA,4,EKYEMBOGO T C,137,2,0,0,0,1,0.7299270073,0.73,0,0,0,0,3,131,95.62043796,95.62,137,0,137,100
62,ISINGIRO,20,IRYANGO WARD,4,RYABOONA C.O.U,354,1,2,0,0,13,3.724928367,3.72,0,0,0,0,0,333,95.41547278,95.42,349,5,354,100
62,ISINGIRO,8,RUKUUBA,5,KAGYERA HILL,273,3,0,0,1,8,2.985074627,2.99,1,0,0,0,0,255,95.14925373,95.15,268,5,273,100
96,NTOROKO,28,MUKIMBA,1,MUKIMBA MUTARD SEED CHURCH,414,0,0,0,1,13,3.170731707,3.17,0,0,6,0,0,390,95.12195122,95.12,410,4,414,100
131,KAZO,10,MBOGO,3,OMUKANANASI TRADING CENTRE,408,4,0,1,1,6,1.470588235,1.47,0,0,4,1,3,388,95.09803922,95.1,408,0,408,100
62,ISINGIRO,2,KIGARAGARA,1,KIGARAGARA HEALTH CENTRE II,386,1,0,0,1,17,4.415584416,4.42,0,0,0,0,0,366,95.06493506,95.06,385,1,386,100
62,ISINGIRO,24,NYABUBAARE,2,KATUNTU PRI SCH,465,1,0,0,0,21,4.535637149,4.54,1,0,0,1,0,439,94.81641469,94.82,463,2,465,100
62,ISINGIRO,29,RWEKUBO WARD,4,KAHIRIMBI PRI SCH (M-Z),568,8,0,0,0,18,3.220035778,3.22,0,0,1,1,1,530,94.81216458,94.81,559,9,568,100
91,GOMBA,14,BUGULA,3,KASHONGI,173,0,0,0,1,8,4.733727811,4.73,0,0,0,0,0,160,94.67455621,94.67,169,4,173,100
34,NTUNGAMO,41,KITOJO WARD,1,RUSHEBEYA GROUNDS,419,5,0,0,0,14,3.341288783,3.34,0,0,1,2,1,396,94.51073986,94.51,419,0,419,100
